especie,chroma_stft,chroma_cqt,chroma_cens,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc,melspectrogram,feature.tonnetz,onset_detect,rmse,zero_crossing_rate,spectral_flatness,pitch,freqmin,freqmax,duration
1-Amazona_farinosa,0.4675826754973212,0.6350955928390248,0.2834353898076132,3888.5493685520623,3639.6924759284448,6264.204545454545,-14.34524336269984,0.058631588214507514,-0.016302900984231098,10.0,0.020282451063394547,0.11949573863636365,0.01931203156709671,0.05000000000000005,615.3846440000001,3860.139893,0.374288
1-Amazona_farinosa,0.3596512394272425,0.6513435720069011,0.2829146735712648,4334.339866711276,3565.281519055651,6443.625404094828,-9.283272564678821,0.06473525629460672,-0.0017741562993665637,15.0,0.027737701311707497,0.15269733297413793,0.010557339526712894,-0.16999999999999998,-1.0,2909.091064,0.3349060000000001
1-Amazona_farinosa,0.35815443893758697,0.5989607445537443,0.2820909388014361,4347.084021062027,3522.7914994364182,6564.55078125,-9.11627058818983,0.06691651436366892,-0.009778336303754251,10.333333333333334,0.028709026053547863,0.15572684151785715,0.010297269560396671,-0.5,-1.0,3188.811279,0.313974
1-Amazona_farinosa,0.3916518266499498,0.6803364491462275,0.2840367813532431,4557.124784931804,3555.4617168859113,6656.729862607759,-9.592437397127338,0.05664539481323495,-0.008906226540814062,14.75,0.026914339512586597,0.1692652209051724,0.01146747637540102,0.07000000000000006,-1.0,3300.699219,0.334905
1-Amazona_farinosa,0.3801328411296298,0.6411667772992039,0.2829830873311345,4452.426493708499,3477.13766386864,6589.92919921875,-9.566727274001915,0.06783197276984819,-0.00834141592558023,10.4,0.02785459719598293,0.16139439174107142,0.01129766460508108,-0.49,615.3846440000001,3132.8671879999997,0.313974
1-Amazona_farinosa,0.3718478828652466,0.6501101369617892,0.2828893644562382,4569.2921185287105,3485.288638811925,6670.6787109375,-9.171721435733,0.0625317427461832,-0.0022823182338224013,14.333333333333336,0.02896428294479847,0.17145647321428573,0.011124929413199423,0.05000000000000005,-1.0,3076.923096,0.313974
1-Amazona_farinosa,0.3475880062036848,0.6504246612378441,0.28233645049106365,4411.07470266287,3465.8514734764663,6472.383939302885,-8.858956231186315,0.06500530589047826,-0.0003037727030503386,11.0,0.02999832108616829,0.16532076322115385,0.010484552010893822,0.19000000000000009,-1.0,3244.755371,0.2930419999999998
1-Amazona_farinosa,0.2650110138112576,0.6908419495324205,0.284284330855862,5565.599382228007,3181.2888523051847,6869.86083984375,-10.793111640852736,0.06277071230797579,0.004088028235176279,12.0,0.03805853798985481,0.2425013950892857,0.007160346023738384,-0.14999999999999994,-1.0,2629.370605,0.3168430000000022
1-Amazona_farinosa,0.3737028606650544,0.5725538080679082,0.2727726499438743,3579.7272065966195,2614.3757342466915,4686.3427734375,-13.092585755269436,0.13652086524322915,-0.015919581822061508,13.0,0.037938501685857766,0.13450520833333332,0.003646993543952704,-0.45,-1.0,3916.08374,0.34204100000000004
1-Amazona_farinosa,0.33654929796904265,0.5573159662121573,0.2819699324251496,3404.667030260376,2644.682681398185,4708.4186833079275,-10.2644161993544,0.17437399322104266,0.01019469600731088,19.6,0.040710311383008964,0.1220703125,0.003120852634310723,-0.029999999999999968,-1.0,3972.0280759999996,0.4723429999999986
1-Amazona_farinosa,0.3974900603611343,0.651656774106471,0.2853401518293758,3725.9350648047166,2674.8134659212383,5014.703010110295,-11.945793847163186,0.11660058678935685,-0.004225279352627303,13.666666666666664,0.03538505733013153,0.14270737591911764,0.00469993706792593,0.18000000000000005,-1.0,3748.2517090000006,0.3909050000000001
1-Amazona_farinosa,0.3812227605972788,0.5439092290388047,0.28046388383973986,3669.64185915066,2881.4205765818256,5018.033854166667,-15.304448095985904,0.1092493085081796,-0.01641438009599225,10.0,0.030747879296541214,0.13375289351851852,0.005504683125764132,0.17000000000000004,-1.0,3692.3076170000004,0.3094660000000005
1-Amazona_farinosa,0.3709076481051387,0.5268675833155555,0.2761746575611497,3644.841005319408,2847.9293107471403,4929.618467133621,-14.756187901417153,0.10103880956154833,-0.0158341810415267,8.333333333333334,0.030353287234902382,0.12750875538793102,0.004948451649397612,-0.35,-1.0,4139.860352000001,0.3257539999999999
1-Amazona_farinosa,0.3614198075877907,0.524364260678945,0.26378506014317044,3642.2872056426563,2770.9179577003447,5159.565548780488,-14.1933512088707,0.12550250259970394,0.0016450095676753091,20.714285714285715,0.03505662456154823,0.13068073551829268,0.00464233523234725,0.05000000000000005,615.3846440000001,3972.0280759999996,0.4723429999999986
1-Amazona_farinosa,0.3588978491781836,0.5179754425312255,0.2655583061779881,3524.0850840911894,2649.7319939432628,4716.821884527439,-14.937706004290446,0.11755459693880935,-0.013176606568457374,20.6,0.03463445976376533,0.12916825457317074,0.00353205087594688,-0.25,559.4405519999999,3972.0280759999996,0.4723430000000022
1-Amazona_farinosa,0.3469621272375049,0.55029899971322,0.2751582761161958,3786.38909327248,2895.4088583029643,5226.316784274193,-15.042987717083289,0.09486339373809856,-0.016517703807168018,17.666666666666668,0.02859793230891228,0.1373960433467742,0.005753173027187586,-0.16999999999999998,-1.0,3748.2517090000006,0.3583289999999977
1-Amazona_farinosa,0.4100381626200046,0.5627651858486369,0.2820969678948372,3564.905926699273,2862.550576547933,4840.001502403846,-14.153665282669614,0.08582782958295262,-0.010903654600881456,12.333333333333336,0.028632162138819695,0.12618314302884615,0.004928447771817446,-0.23,-1.0,3804.195801,0.2931780000000046
1-Amazona_farinosa,0.42101863927122,0.5817893322574217,0.27564759548118195,3633.48612949241,2814.8923096515923,5190.503497456395,-14.870090877317114,0.12574504078099893,-0.004904597661637538,23.0,0.03381000086665153,0.13054142441860464,0.005569336004555225,-0.35,-1.0,3972.0280759999996,0.4886309999999981
1-Amazona_farinosa,0.4557838956932807,0.4925651489031028,0.2353190207973357,3715.4077607522527,3159.1783293782255,5114.1357421875,-6.350151252329942,0.1631720251995322,-0.010692098444041691,12.0,0.034470513463020325,0.1175384521484375,0.0054856929928064355,0.25,839.1608890000001,4419.580566,0.3684099999999999
1-Amazona_farinosa,0.4149588896690053,0.5819058517762538,0.25788831616233937,3649.512681378995,2882.927553770625,5048.818359375,-6.506780170177473,0.1650529767624132,-0.002669132447778231,8.5,0.039972200989723206,0.13152669270833334,0.004871009849011898,-0.24,-1.0,4083.91626,0.3377099999999995
1-Amazona_farinosa,0.4116747452058711,0.5605988997462957,0.2794488184118876,3244.7045908082678,2379.872009097866,4575.8056640625,-9.27308943323359,0.5916113995937764,-0.008447552944685624,17.333333333333332,0.07642170786857605,0.12274848090277778,0.0029389015398919587,0.27,-1.0,4139.860352000001,0.4144620000000003
1-Amazona_farinosa,0.36623357204334,0.6435343939522639,0.2825972534525262,3804.1684955762953,2674.858879133354,5197.101907169118,-9.938625954759088,0.3591833546278605,-0.011062540996514356,9.5,0.05905665457248688,0.14733168658088236,0.005202481988817453,-0.14,671.328674,4475.524414,0.3837610000000016
1-Amazona_farinosa,0.3677465985088735,0.5562365684881974,0.2749186320511677,3650.8099887047492,2477.660003629399,4878.537166819853,-11.973393561881853,0.3959223617387929,-0.013820322267192651,13.666666666666664,0.06891340762376785,0.13664694393382354,0.002795795211568475,0.030000000000000027,671.328674,4195.804199,0.3837609999999998
1-Amazona_farinosa,0.3351258377438604,0.4930686899439497,0.27732790209372715,3481.1330630771167,2374.220144753614,4748.0712890625,-12.770976992091944,0.8448058415887936,-0.0051414042725586384,11.5,0.09692453593015672,0.12913411458333332,0.002082073362544179,0.29000000000000004,1118.8811039999998,4027.972168,0.33770900000000026
1-Amazona_farinosa,0.39318918265363095,0.5546371394183947,0.27326483268829993,3461.950689017273,2492.285858178104,4738.961087740385,-13.805368551516446,0.477611963735714,-0.0153634104988386,16.0,0.06514537334442139,0.12982647235576922,0.003976622596383096,0.4300000000000001,839.1608890000001,4419.580566,0.291658
1-Amazona_farinosa,0.3724311710651989,0.584304112946841,0.27614014441068796,3558.897046339332,2522.4539062643,4881.980895996094,-14.180030931673546,0.5987839987918254,-0.014820433350495718,8.5,0.0700531005859375,0.1371307373046875,0.004164963960647583,-0.25,615.3846440000001,4251.748047,0.3684100000000008
1-Amazona_farinosa,0.41009730510186,0.5935428107033223,0.2750230314292772,3516.027663350527,2510.1841907535268,4852.1484375,-14.31518927950815,0.6095193726572578,-0.008175088305909522,8.0,0.0688549354672432,0.13387044270833334,0.004378458485007286,-0.48,839.1608890000001,4363.636719,0.3377099999999995
1-Amazona_farinosa,0.379850820532291,0.5630731276861298,0.2693864816743667,3505.2283600697588,3322.4179059124817,5001.08642578125,-7.3194325399922535,0.0387144239558268,-0.008797228490653923,12.0,0.018555089831352237,0.119873046875,0.004797753412276506,0.30000000000000004,-1.0,3636.3637700000004,0.2741470000000001
1-Amazona_farinosa,0.42718192785409664,0.6431477886466369,0.2761938383791105,3491.9977182912958,3294.469954929043,4876.637178308823,-7.462628297340466,0.037305416692173625,-0.01147284922290633,7.0,0.017854953184723854,0.11480353860294118,0.004849056713283062,0.22,-1.0,3356.6435549999997,0.194788
1-Amazona_farinosa,0.4125014534323172,0.5003896232027041,0.2569137866418407,3706.264350665541,3458.3036419309265,5100.677490234375,-7.843621847243353,0.02394496895492315,-0.010093149682012073,9.0,0.01566898450255394,0.1199951171875,0.005380090791732073,-0.35,-1.0,3356.6435549999997,0.2741470000000001
1-Amazona_farinosa,0.4042870372347385,0.6741537233899592,0.27992357404165186,3608.130368918144,3329.8224610330653,5019.3896484375,-8.420757663437508,0.030835396658805067,-0.00763154354248576,8.5,0.017581768333911896,0.121240234375,0.005829709582030772,-0.4,-1.0,3300.699219,0.23085999999999984
1-Amazona_farinosa,0.3694989528810276,0.6694358510619185,0.284538955784164,3607.198979575501,3340.1109797718236,4921.41357421875,-9.331445117350944,0.025913648190696,0.007734296679447711,7.5,0.016079513356089592,0.1287109375,0.00595915550366044,-0.35,-1.0,3636.3637700000004,0.230861
1-Amazona_farinosa,0.5732205057482531,0.6744645440273438,0.2752491251200142,2755.954851574602,3113.9080631820398,4597.3388671875,-5.4773122635114895,0.3811221076430941,-0.0016842596004368606,9.666666666666666,0.04439427703619003,0.0684326171875,0.0018777981167659163,-0.22,-1.0,3300.699219,0.230861
1-Amazona_farinosa,0.4630470558175485,0.6657385782670173,0.2759630199618873,3124.0579641541717,3367.2083402289836,4760.795454545455,-6.72462893266235,0.15785026474038868,0.0102431019662598,7.333333333333332,0.03389926254749298,0.07370827414772728,0.0026022957172244787,0.14,-1.0,3300.699219,0.2525039999999992
1-Amazona_farinosa,0.3933280859805254,0.6197592323137898,0.2673703387355471,3797.310227177417,3410.751133609984,5361.767578125,-8.293757195621355,0.025262377339871155,-0.0090969002592201,13.75,0.016076164320111275,0.1298828125,0.005983659066259861,-0.2,-1.0,3580.4194340000004,0.3030039999999996
1-Amazona_farinosa,0.43542159331133096,0.482090537335954,0.27100625282602203,3423.5503009294994,3341.4751702599406,4845.906929347826,-7.7086937268661115,0.06615164542890219,0.037063671658789835,9.0,0.02283925376832485,0.10585088315217392,0.0037176168989390135,-0.28,-1.0,3748.2517090000006,0.26693199999999884
1-Amazona_farinosa,0.4265229993244802,0.6405300733355793,0.2713599810117581,3395.146100099113,3366.9757325033693,4823.4375,-7.1443063614915845,0.046109875442249815,0.006031209602165771,7.5,0.01970313116908073,0.1095703125,0.00401084590703249,-0.18,-1.0,3468.53125,0.22364599999999868
1-Amazona_farinosa,0.4018070485312724,0.6848843434966507,0.2834944339231609,3930.468068320685,3393.3034443613374,5014.544677734375,-10.447779774778107,0.01546561476328591,-0.0062640697169506,8.5,0.013935130089521408,0.14923095703125,0.007011469919234514,0.14,-1.0,3636.3637700000004,0.27414699999999925
1-Amazona_farinosa,0.3840909269929755,0.6516110919909502,0.2835014880278381,3963.769320875903,3397.787072080357,5181.298828125,-11.599163409720054,0.01599296187056148,0.0031884703446718107,7.5,0.014019538648426531,0.15206473214285715,0.007359310984611511,0.05000000000000005,-1.0,3524.475586,0.238074000000001
1-Amazona_farinosa,0.3884823019423997,0.5972099022208988,0.2760449209851645,3948.354768847943,3369.5967992689484,5150.9688527960525,-10.171784325664056,0.01469220321171449,0.002881831533297109,6.666666666666668,0.013758402317762377,0.15113589638157895,0.007545970845967531,0.4400000000000001,-1.0,3524.475586,0.21643100000000004
1-Amazona_farinosa,0.3704364100918389,0.6592227867613895,0.28118643091927553,3968.4088874958697,3422.0243858480803,5390.478515625,-9.992763335559868,0.01612400075424911,-0.0106606575397379,7.333333333333332,0.013940785080194472,0.13853624131944445,0.007317284122109412,-0.36,-1.0,3524.475586,0.20200200000000024
1-Amazona_farinosa,0.4371903284805335,0.6769524057382916,0.2853318759997948,3644.2941774061737,3183.2208867611853,5593.787841796875,-10.44931240352207,0.058427328254766285,-0.008154601285650652,23.66666666666667,0.02220218256115913,0.12724609375,0.012778574600815771,-0.5,-1.0,4083.91626,0.4580140000000004
1-Amazona_farinosa,0.4222892396656273,0.6588089139277203,0.2825668459954722,3445.473248875837,2991.5688168731394,5033.531725084459,-10.36112533313158,0.11233436342300344,-0.004004801056821939,17.666666666666668,0.030285935848951336,0.1180716849662162,0.009014826267957687,-0.33,615.3846440000001,4475.524414,0.4240870000000001
1-Amazona_farinosa,0.3486604569652461,0.6357136648581226,0.2789202527898399,3288.570866222526,2804.8929381337725,4683.145419034091,-9.976806850267973,0.16975296121255204,0.00038458759600370086,16.5,0.038158338516950614,0.11066228693181818,0.0052833324298262605,0.36,559.4405519999999,4699.300781,0.3731969999999993
1-Amazona_farinosa,0.3673417561963119,0.6365308903489029,0.2823474251013932,3236.70881646431,2607.204623488706,4492.7986391129025,-10.032431030622769,0.2522405987859676,-0.00904493067543898,14.4,0.04727306962013245,0.11676222278225805,0.004559451248496771,0.07999999999999996,615.3846440000001,4699.300781,0.3562329999999996
1-Amazona_farinosa,0.39897602931803494,0.6018794891550379,0.2828040134137692,3258.5486246407622,2514.072823958837,4508.3349609375,-8.409575676588457,0.541816188728321,-0.01923974894145952,15.0,0.06811966001987457,0.11853841145833335,0.0038562724366784096,-0.31,615.3846440000001,4811.188477000001,0.33927000000000085
1-Amazona_farinosa,0.4704714976814037,0.6049711231349947,0.2821938429003341,3214.719677346104,2602.576634786776,4683.124369959677,-10.691590917688456,0.25422725416431136,-0.0001550508025371318,15.0,0.0436868853867054,0.11224168346774194,0.005569870583713055,0.34,727.272766,4699.300781,0.3562329999999996
1-Amazona_farinosa,0.4157693853031703,0.6615813886751103,0.2812818096983193,3498.290587180745,2820.0061474616114,4880.859375,-11.3579266868057,0.1072167214373184,-0.0026041616673086717,15.0,0.03220836818218231,0.127294921875,0.0059182895347476006,-0.24,-1.0,4587.412598,0.33927000000000085
1-Amazona_farinosa,0.3722862312773454,0.5947366328981621,0.2762407563460047,3180.1130717578408,3412.107614886145,5138.68359375,-10.963824661688463,0.08167701391053654,0.007550930804418609,8.5,0.022982308641076088,0.0869921875,0.010122431442141531,0.35,-1.0,3412.587402,0.28837899999999905
1-Amazona_farinosa,0.3595571622896097,0.6803918883554069,0.28592009670310703,3402.367948476994,3596.7177092839943,5472.043678977273,-11.859474004504206,0.05052301022102443,-0.007372147412491153,14.666666666666664,0.017706701532006264,0.09346886837121213,0.012724336236715315,-0.14999999999999994,-1.0,4139.860352000001,0.3731960000000001
1-Amazona_farinosa,0.413335973152192,0.6479792379424744,0.2839157882986973,3368.519840496262,3500.7787601647283,5366.3818359375,-12.19944103801162,0.04206847788538315,-0.016629522121761695,13.0,0.0170003492385149,0.09205845424107142,0.0116541413590312,0.040000000000000036,-1.0,3916.08374,0.3223070000000021
1-Amazona_farinosa,0.3531722849330595,0.6089002016329901,0.2833715401592841,3312.3622346371003,3421.074704549901,5073.22265625,-11.943476217089966,0.045812663704959664,-0.006547196177742572,7.0,0.01850772462785244,0.09216796875,0.009039949625730516,0.4,559.4405519999999,3748.2517090000006,0.28837899999999905
1-Amazona_farinosa,0.4122423210825831,0.6720358936615352,0.2819834725492982,3356.7760293339034,3509.2821512471974,5416.497802734375,-11.468188302987954,0.043583682831044405,-0.017904511668837466,11.25,0.016477406024932858,0.09383138020833333,0.012583044357597828,-0.43,-1.0,3636.3637700000004,0.2714159999999985
1-Amazona_farinosa,0.3432470077582876,0.5886284916690505,0.28056319910909955,3341.024638408887,3351.370729362494,5040.66951976103,-11.93034246837849,0.041176983363847265,0.00012223670289008597,14.6,0.017552904784679413,0.102783203125,0.009685995057225227,0.20000000000000007,-1.0,4027.972168,0.3901600000000016
1-Amazona_farinosa,0.29870535591112896,0.5821896206988658,0.2840240898361259,3279.657630028879,3453.7298967835736,5214.111328125,-11.786344621767809,0.0681683524424524,-0.010249910022109626,10.8,0.020115716382861137,0.09211077008928573,0.010584927164018154,0.18000000000000005,-1.0,3748.2517090000006,0.3223070000000021
1-Amazona_farinosa,0.4729488990235332,0.5614779416941373,0.26684179037949696,3813.382107751117,3384.322240654407,7062.029296875,-8.841805243002284,0.0725642552638584,0.0017205344537376285,10.333333333333334,0.025277581065893173,0.11845703125,0.009492874145507812,0.18000000000000005,559.4405519999999,4475.524414,0.2840930000000004
1-Amazona_farinosa,0.4078737029810061,0.4911770057135574,0.2719168274383084,3610.266517086288,3161.282775610355,6766.80908203125,-7.260612564397577,0.1489449362368709,0.010251648366450738,11.25,0.03610290214419365,0.11326090494791667,0.007543954998254777,0.040000000000000036,615.3846440000001,4531.468261999999,0.2711789999999983
1-Amazona_farinosa,0.490960753097162,0.43260414810256415,0.2507887179423281,3482.65815404158,3148.8944030597713,6534.55810546875,-6.301143815868702,0.15946631059443345,0.027175463985249403,13.75,0.03535300120711326,0.11328125,0.00664867926388979,0.05000000000000005,839.1608890000001,4643.356934,0.3228329999999993
1-Amazona_farinosa,0.5122022371838726,0.5022981133027852,0.26280111567959435,3437.009018992964,3109.7421323561243,6527.14453125,-7.95231891148991,0.14989925211630326,0.009988570157882126,10.75,0.03522133082151413,0.10828125,0.00677872821688652,-0.2,615.3846440000001,4475.524414,0.2840930000000004
1-Amazona_farinosa,0.4173359891636689,0.499212828084873,0.27048186059350243,3784.3327545055818,3324.1133598411684,6943.206077398256,-9.083381938556084,0.07923690074698421,0.0003693938931474556,20.0,0.02664447389543056,0.12897438226744187,0.009719870053231716,0.05000000000000005,671.328674,4587.412598,0.4907059999999994
1-Amazona_farinosa,0.3993819700032304,0.4510155092395224,0.26556490813693,3754.211153872406,3382.2612708231486,6866.78466796875,-6.926974757186879,0.09443398146189544,-0.006956654180873177,11.0,0.02785636857151985,0.12309919084821427,0.009578377008438109,-0.35,-1.0,4643.356934,0.3228329999999993
1-Amazona_farinosa,0.3611121551352038,0.5504574212916493,0.27891406667083296,3382.5849774563508,2521.737546045483,4810.77090992647,-13.256649115727232,0.15583770220469226,-0.01658709594917147,14.25,0.0371837429702282,0.118896484375,0.0031617754139006142,-0.2,727.272766,5314.685547,0.3928229999999999
1-Amazona_farinosa,0.4087479834750203,0.6197603056141271,0.2835893917378988,3396.8346922784162,2571.448212397026,4711.783854166667,-13.781322824462686,0.1471289123078961,-0.0020292115489550767,15.0,0.03452345356345177,0.1207863136574074,0.004126327112317085,-0.35,615.3846440000001,4867.132813,0.30864599999999953
1-Amazona_farinosa,0.4573053350917495,0.4972575113892594,0.2696057118070043,4459.254207669568,4053.8362896653052,7633.5205078125,-15.847328405066474,0.009236441894694188,0.018532802772269017,12.666666666666664,0.008902288973331451,0.1239471435546875,0.04883107915520668,0.29000000000000004,615.3846440000001,4195.804199,0.3675410000000001
1-Amazona_farinosa,0.3658875941960789,0.5590110372414056,0.27977745112036384,3639.8222377986763,3417.337662049819,5984.635416666668,-15.094459279847245,0.012982604855257974,-0.002317619344225823,9.25,0.011026384308934212,0.09369574652777778,0.00446794368326664,0.34,559.4405519999999,4195.804199,0.3095080000000001
1-Amazona_farinosa,0.3352764622592032,0.5331698375672862,0.275329161288678,3593.0475739591393,3259.529660284361,5479.581425107759,-14.925345622245985,0.014513636808399209,0.0005231271708505375,38.91666666666666,0.011870604939758778,0.10631622665229884,0.005732881836593151,0.18000000000000005,559.4405519999999,4139.860352000001,1.0059029999999989
1-Amazona_farinosa,0.4525326574297336,0.5425025098847575,0.2790237486596118,3552.1682613422277,3421.8190197028084,5881.87725360577,-14.035901315723374,0.014580652884337584,0.015678060523899282,22.2,0.012576266191899776,0.0915996844951923,0.0032729583326727148,-0.15999999999999998,559.4405519999999,4475.524414,0.5996729999999992
1-Amazona_farinosa,0.4720094839490677,0.6435467450565837,0.28281008328981755,3647.765783162303,3575.584579588657,6070.405717329545,-14.704285994142857,0.00978691320432392,-0.005707124530778063,21.4,0.010316167026758194,0.08088822798295454,0.004462384153157473,0.05000000000000005,-1.0,4643.356934,0.5029509999999995
1-Amazona_farinosa,0.41371928647553263,0.6138878639446463,0.2786695133793566,3955.197952971804,3886.0125570369983,6534.181765292553,-15.672594216020533,0.0063587702566859855,0.0077171275105679185,24.33333333333333,0.007724939379841089,0.09303316156914894,0.007787327747792005,0.18000000000000005,-1.0,4755.244629,0.541640000000001
1-Amazona_farinosa,0.4505842620502996,0.5787279070712896,0.2759235272954981,4205.914003479613,4129.712213141499,7137.94921875,-16.05744798198537,0.0032655491742973226,0.014857638275319529,29.0,0.00567532517015934,0.09015764508928573,0.010231196880340576,0.19000000000000009,559.4405519999999,4531.468261999999,0.8124599999999997
1-Amazona_farinosa,0.5368177911742391,0.5154324795892146,0.2592732284601211,4526.394195178734,4705.701524678425,8297.032416044776,-16.595840093848555,0.0036428160114541155,0.0032693931146910746,24.0,0.005528103560209274,0.06889138292910447,0.010474318638443949,0.38,559.4405519999999,4643.356934,0.773771
1-Amazona_farinosa,0.5780431502453137,0.5220907488412551,0.2646692213343875,4280.133586497888,4824.411686568907,8040.153515625,-16.06000052688288,0.0047113412922737035,0.026395659514090317,53.30769230769231,0.005983552895486355,0.05496875,0.0071805366314947605,0.010000000000000007,615.3846440000001,4643.356934,1.4508209999999977
1-Amazona_farinosa,0.3772916092524966,0.6878744294242953,0.27655061507187023,4056.133987206941,3029.618463636698,5684.765625,-7.097560126917143,0.14213035104299598,0.002338874542654544,13.8,0.04201966896653176,0.15889855587121213,0.00665783416479826,-0.020000000000000014,-1.0,3636.3637700000004,0.3758939999999997
1-Amazona_farinosa,0.4118701809363233,0.6471561606554503,0.277983632777997,4090.365390940303,3092.285070532545,5850.697954963235,-6.828104135721487,0.14554074121268165,0.014032558228161024,16.0,0.042320847511291504,0.15880629595588236,0.007888498716056347,0.11,-1.0,3636.3637700000004,0.39093
1-Amazona_farinosa,0.3899324526523125,0.6898315225370657,0.28357417389753514,3978.300316116413,3002.2717980781317,5175.146484375,-8.356902904319696,0.13012426969597568,-0.005368799504566783,15.75,0.04217365011572838,0.1610736268939394,0.005933810025453568,-0.43,-1.0,3524.475586,0.3758939999999989
1-Amazona_farinosa,0.397342037652253,0.6576174325386069,0.28415999633876954,4013.5936957582485,2963.975291368079,5239.3359375,-8.720415717359723,0.1293589383561781,-0.0020721698765510613,16.5,0.04239700362086296,0.16357421875,0.005928992293775082,-0.32,-1.0,3356.6435549999997,0.4059650000000001
1-Amazona_farinosa,0.3996202219518629,0.6639877199319448,0.28246375519511985,3903.14260614732,2896.743181862548,4986.282348632813,-7.675143398480708,0.14248902882644626,0.005806186537435279,14.0,0.044763997197151184,0.1564178466796875,0.005315498448908329,-0.41,-1.0,3804.195801,0.3608589999999996
1-Amazona_farinosa,0.4056276779175851,0.5305956709596396,0.2716506703407887,3935.526536943382,2990.5950046468074,5038.217397836538,-9.786351570079537,0.062015433354073675,-0.015643311213619546,17.333333333333332,0.029563732445240017,0.16005608974358973,0.00592182669788599,-0.4,-1.0,3804.195801,0.4510729999999992
1-Amazona_farinosa,0.3730864169630223,0.5955566969193773,0.2782463396216923,3470.851256409208,2653.9068869660973,5211.524547230114,-9.646218650321243,0.18694267284195076,-0.00996257704953985,22.285714285714285,0.043567392975091934,0.12665349786931818,0.00405855430290103,-0.07,783.2167969999999,4139.860352000001,0.5077169999999995
1-Amazona_farinosa,0.44279104378318623,0.6185061911058288,0.2822229835569839,2995.4543581395974,2427.3017153005553,4525.5615234375,-6.343544799101049,0.6176063098163039,-0.01448523014470684,12.0,0.06768134236335754,0.10474989149305557,0.0025570455472916365,0.11,615.3846440000001,3860.139893,0.4136950000000006
